number,value,params_max_depth,params_max_features,params_n_estimators,user_attrs_MCC,user_attrs_accuracy,user_attrs_auc,user_attrs_f1,user_attrs_precision,user_attrs_recall,state,duration
0,0.9831083164908827,29,sqrt,175,0.9664244645174176,0.9847383921911034,0.9964396272798248,0.9831083164908827,0.9862894298208079,0.9801548162781959,COMPLETE,0 days 00:01:54.500116
1,0.9626863383609748,9,log2,131,0.9261010471805653,0.9664808536605272,0.9916528066112473,0.9626863383609748,0.9688320385953146,0.9573406118893187,COMPLETE,0 days 00:01:14.346509
2,0.982541918883505,23,log2,220,0.9652784586659762,0.9842232536094734,0.996438245107365,0.982541918883505,0.9856080695349301,0.979688869780821,COMPLETE,0 days 00:02:28.881938
