iteration,accuracy_Isolation Forest,precision_Isolation Forest,recall_Isolation Forest,f1_score_Isolation Forest,auc_Isolation Forest,MCC_Isolation Forest,TP_Isolation Forest,TN_Isolation Forest,FP_Isolation Forest,FN_Isolation Forest,train_time_Isolation Forest,predict_time_Isolation Forest,accuracy_One-Class SVM,precision_One-Class SVM,recall_One-Class SVM,f1_score_One-Class SVM,auc_One-Class SVM,MCC_One-Class SVM,TP_One-Class SVM,TN_One-Class SVM,FP_One-Class SVM,FN_One-Class SVM,train_time_One-Class SVM,predict_time_One-Class SVM,accuracy_Local Outlier Factor,precision_Local Outlier Factor,recall_Local Outlier Factor,f1_score_Local Outlier Factor,auc_Local Outlier Factor,MCC_Local Outlier Factor,TP_Local Outlier Factor,TN_Local Outlier Factor,FP_Local Outlier Factor,FN_Local Outlier Factor,train_time_Local Outlier Factor,predict_time_Local Outlier Factor,accuracy_Elliptic Envelope,precision_Elliptic Envelope,recall_Elliptic Envelope,f1_score_Elliptic Envelope,auc_Elliptic Envelope,MCC_Elliptic Envelope,TP_Elliptic Envelope,TN_Elliptic Envelope,FP_Elliptic Envelope,FN_Elliptic Envelope,train_time_Elliptic Envelope,predict_time_Elliptic Envelope
1,0.754318992723053,0.5894043453038157,0.9778633301251203,0.7354926091119258,0.8060899983958935,0.5912392322539075,31496,38059,21941,713,0.6281359195709229,1.1565227508544922,0.699638863885304,0.5836887586692875,0.488621192834301,0.531940782802677,0.6507689297504838,0.3160421748670658,15738,48775,11225,16471,1.4251112937927246,19.471444129943848,0.8684618638093895,0.7654399323181049,0.8988791952559844,0.8268102180400668,0.8755062642946587,0.7279275124398461,28952,51128,8872,3257,0.25316667556762695,1.8394775390625,0.760218633755924,0.83855179349648,0.38830761588375917,0.530812324929972,0.674087141275213,0.4507922229291174,12507,57592,2408,19702,0.4458005428314209,0.010247945785522461
2,0.7574206422366581,0.5917712665758994,0.9850973330435593,0.7393796751567124,0.8101486665217796,0.5994655932333285,31729,38112,21888,480,0.6674084663391113,1.1666312217712402,0.6928065590126777,0.5703620483455949,0.488621192834301,0.5263369118089696,0.6455189297504837,0.30300112299167703,15738,48145,11855,16471,1.4480977058410645,19.4184308052063,0.8548189439208754,0.7615765189838235,0.8506939054301593,0.8036722542420109,0.8538636193817464,0.69170950671521,27400,51422,8578,4809,0.22688746452331543,1.7217755317687988,0.7648819529547007,0.8420061066718638,0.4024030550467261,0.5445569513885972,0.6809348608566964,0.4626249096861992,12961,57568,2432,19248,0.36116528511047363,0.009001493453979492
