iteration,accuracy_Random Forest,precision_Random Forest,recall_Random Forest,f1_score_Random Forest,auc_Random Forest,MCC_Random Forest,TP_Random Forest,TN_Random Forest,FP_Random Forest,FN_Random Forest,train_time_Random Forest,predict_time_Random Forest,accuracy_Decision Tree,precision_Decision Tree,recall_Decision Tree,f1_score_Decision Tree,auc_Decision Tree,MCC_Decision Tree,TP_Decision Tree,TN_Decision Tree,FP_Decision Tree,FN_Decision Tree,train_time_Decision Tree,predict_time_Decision Tree,accuracy_Naive Bayes,precision_Naive Bayes,recall_Naive Bayes,f1_score_Naive Bayes,auc_Naive Bayes,MCC_Naive Bayes,TP_Naive Bayes,TN_Naive Bayes,FP_Naive Bayes,FN_Naive Bayes,train_time_Naive Bayes,predict_time_Naive Bayes
1,0.9841989393660054,0.9856556128493332,0.9795895135417637,0.9825126099584292,0.9966556844877726,0.9652260649510845,31059,59693,307,1150,14.235387325286865,0.1508164405822754,0.9745035734038977,0.970284576989694,0.9739370830616702,0.9720657355126492,0.9951353661502478,0.9442145955817185,31309,58549,1451,900,1.4733407497406006,0.010145187377929688,0.3561257577893698,0.6533702226308734,0.5050187680461983,0.2709473381712493,0.7032842807910832,0.05548800131841628,32178,660,59340,31,0.0882422924041748,0.018439531326293945
2,0.9858365235497619,0.9873052300281375,0.9815524941269004,0.9843302134590992,0.996466008206816,0.968840645144768,31157,59746,254,1052,13.861225843429565,0.1543281078338623,0.9791343578175666,0.9768354006861717,0.9772868983306944,0.9770604923624604,0.9957266662009582,0.9541221921908676,31280,59005,995,929,1.375335454940796,0.009526729583740234,0.3563751911418625,0.6528619311962401,0.5051960541567057,0.27139483981009466,0.7027431846171359,0.056365907177806755,32176,685,59315,33,0.07879281044006348,0.01636791229248047
